mes,hora,temp_exterior_c,temp_interior_c,temp_ac_c
Mayo,16:15,31,24,21
Mayo,16:30,32,24,21
Mayo,16:45,31,23,20
Mayo,17:00,31,24,22
Mayo,17:15,31,25,21
Mayo,17:30,31,24,22
Mayo,17:45,31,25,21
Mayo,18:00,31,24,21
Mayo,18:15,30,24,22
Mayo,18:30,30,23,21
Mayo,18:45,29,24,22
Mayo,19:00,30,23,21
Mayo,19:15,30,23,20
Mayo,19:30,30,23,22
Mayo,19:45,29,24,21
Mayo,20:00,29,23,21
Mayo,07:00,24,23,22
Mayo,07:15,24,22,21
Mayo,07:30,25,24,22
Mayo,07:45,25,23,21
Mayo,08:00,25,23,22
Mayo,08:15,26,24,23
Mayo,08:30,26,24,21
Mayo,08:45,25,23,21
Mayo,09:00,26,24,22
Mayo,09:15,27,23,22
Mayo,09:30,27,24,22
Mayo,09:45,27,24,21
Mayo,10:00,27,23,20
Mayo,10:15,27,24,21
Mayo,10:30,28,24,22
Mayo,10:45,28,23,21
Mayo,11:00,29,23,21
Mayo,11:15,28,24,23
Mayo,11:30,29,25,21
Mayo,11:45,28,24,21
Mayo,12:00,29,23,21
Mayo,12:15,29,24,22
Mayo,12:30,29,23,21
Mayo,12:45,30,24,22
Mayo,13:00,29,22,21
Mayo,13:15,29,24,23
Mayo,13:30,29,25,21
Mayo,13:45,30,26,21
Mayo,14:00,29,24,22
Mayo,14:15,30,23,22
Mayo,14:30,30,24,21
Mayo,14:45,30,24,21
Mayo,15:00,30,23,21
Mayo,15:15,30,24,21
Mayo,15:30,29,24,21
Mayo,15:45,30,25,21
Mayo,16:00,30,23,21
Mayo,16:15,30,25,21
Mayo,16:30,29,24,21
Mayo,16:45,30,23,20
Mayo,17:00,29,24,22
Mayo,17:15,29,23,21
Mayo,17:30,28,24,22
Mayo,17:45,28,23,21
Mayo,18:00,29,25,22
Mayo,18:15,29,23,21
Mayo,18:30,29,24,21
Mayo,18:45,28,24,22
Mayo,19:00,28,23,21
Mayo,19:15,27,23,21
Mayo,19:30,28,24,23
Mayo,19:45,27,23,21
Mayo,20:00,27,24,22
Mayo,07:00,24,24,21
Mayo,07:15,25,23,22
Mayo,07:30,25,24,21
Mayo,07:45,26,23,22
Mayo,08:00,26,24,21
Mayo,08:15,26,24,21
Mayo,08:30,27,23,21
Mayo,08:45,26,23,22
Mayo,09:00,27,24,21
Mayo,09:15,28,22,22
Mayo,09:30,28,24,22
Mayo,09:45,28,25,23
Mayo,10:00,27,23,23
Mayo,10:15,28,24,21
Mayo,10:30,28,25,22
Mayo,10:45,28,24,22
Mayo,11:00,29,24,21
Mayo,11:15,30,25,22
Mayo,11:30,30,24,22
Mayo,11:45,29,25,23
Mayo,12:00,31,24,22
Mayo,12:15,30,24,21
Mayo,12:30,29,24,22
Mayo,12:45,30,23,21
Mayo,13:00,30,24,21
Mayo,13:15,30,24,21
Mayo,13:30,31,24,23
Mayo,13:45,30,24,22
Mayo,14:00,30,24,21
Mayo,14:15,30,26,23
Mayo,14:30,31,23,21
Mayo,14:45,30,24,21
Mayo,15:00,31,25,22
Mayo,15:15,31,25,22
Mayo,15:30,31,23,21
Mayo,15:45,30,24,22
Mayo,16:00,31,25,23
Mayo,16:15,31,26,22
Mayo,16:30,30,24,21
Mayo,16:45,31,24,21
Mayo,17:00,31,24,21
Mayo,17:15,30,24,22
Mayo,17:30,30,24,22
Mayo,17:45,30,23,20
Mayo,18:00,30,24,22
Mayo,18:15,29,24,22
Mayo,18:30,29,24,21
Mayo,18:45,29,24,22
Mayo,19:00,29,24,21
Mayo,19:15,28,25,22
Mayo,19:30,29,24,21
Mayo,19:45,29,24,21
Mayo,20:00,29,24,22
Mayo,07:00,23,25,22
Mayo,07:15,23,22,21
Mayo,07:30,23,23,21
Mayo,07:45,24,23,22
Mayo,08:00,24,24,23
Mayo,08:15,24,22,21
Mayo,08:30,24,24,22
Mayo,08:45,24,22,21
Mayo,09:00,26,24,20
Mayo,09:15,25,24,22
Mayo,09:30,26,24,22
Mayo,09:45,27,24,21
Mayo,10:00,27,23,20
Mayo,10:15,27,23,21
Mayo,10:30,28,24,21
Mayo,10:45,27,25,23
Mayo,11:00,28,23,21
Mayo,11:15,28,25,23
Mayo,11:30,29,24,22
Mayo,11:45,29,23,20
Mayo,12:00,29,24,21
Mayo,12:15,29,23,21
Mayo,12:30,29,23,20
Mayo,12:45,30,24,22
Mayo,13:00,29,24,22
Mayo,13:15,30,24,21
Mayo,13:30,29,24,22
Mayo,13:45,29,24,23
Mayo,14:00,29,23,21
Mayo,14:15,30,25,22
Mayo,14:30,31,23,21
Mayo,14:45,30,25,21
Mayo,15:00,30,25,22
Mayo,15:15,31,25,22
Mayo,15:30,30,23,22
Mayo,15:45,30,24,23
Mayo,16:00,30,23,22
Mayo,16:15,30,24,21
Mayo,16:30,30,24,21
Mayo,16:45,29,24,22
Mayo,17:00,28,23,21
Mayo,17:15,29,24,22
Mayo,17:30,29,25,22
Mayo,17:45,28,23,20
Mayo,18:00,29,24,22
Mayo,18:15,28,23,21
Mayo,18:30,29,24,22
Mayo,18:45,28,24,21
Mayo,19:00,28,24,21
Mayo,19:15,28,23,21
Mayo,19:30,27,23,21
Mayo,19:45,26,24,22
Mayo,20:00,27,23,21
Mayo,07:00,25,25,21
Mayo,07:15,24,22,21
Mayo,07:30,25,23,21
Mayo,07:45,25,23,23
Mayo,08:00,26,24,22
Mayo,08:15,26,24,22
Mayo,08:30,26,22,21
Mayo,08:45,26,24,22
Mayo,09:00,27,23,22
Mayo,09:15,28,24,23
Mayo,09:30,28,24,21
Mayo,09:45,28,24,23
Mayo,10:00,28,24,22
Mayo,10:15,28,24,21
Mayo,10:30,28,24,21
Mayo,10:45,27,24,21
Mayo,11:00,28,23,21
Mayo,11:15,29,24,21
Mayo,11:30,28,24,21
Mayo,11:45,30,24,21
Mayo,12:00,30,24,21
Mayo,12:15,29,23,21
Mayo,12:30,30,24,21
Mayo,12:45,30,25,21
Mayo,13:00,30,24,22
Mayo,13:15,30,24,21
Mayo,13:30,30,24,22
Mayo,13:45,30,25,21
Mayo,14:00,30,24,22
Mayo,14:15,30,24,22
Mayo,14:30,31,25,22
Mayo,14:45,30,24,22
Mayo,15:00,30,24,21
Mayo,15:15,31,24,21
Mayo,15:30,31,24,22
Mayo,15:45,31,24,22
Mayo,16:00,30,25,22
Mayo,16:15,30,24,22
Mayo,16:30,30,23,21
Mayo,16:45,31,23,22
Mayo,17:00,30,25,22
Mayo,17:15,30,24,21
Mayo,17:30,29,24,21
Mayo,17:45,30,23,21
Mayo,18:00,29,23,20
Mayo,18:15,29,24,21
Mayo,18:30,29,23,20
Mayo,18:45,28,24,21
Mayo,19:00,29,24,21
Mayo,19:15,29,23,21
Mayo,19:30,29,25,23
Mayo,19:45,28,24,22
Mayo,20:00,28,24,22
Mayo,07:00,25,24,21
Mayo,07:15,25,24,22
Mayo,07:30,26,23,22
Mayo,07:45,26,24,21
Mayo,08:00,26,25,23
Mayo,08:15,28,23,22
Mayo,08:30,27,23,22
Mayo,08:45,27,23,21
Mayo,09:00,27,22,21
Mayo,09:15,28,23,22
Mayo,09:30,27,22,20
Mayo,09:45,29,25,21
Mayo,10:00,29,24,21
Mayo,10:15,29,23,21
Mayo,10:30,30,23,20
Mayo,10:45,29,23,20
Mayo,11:00,30,24,21
Mayo,11:15,30,25,23
Mayo,11:30,30,24,21
Mayo,11:45,30,23,21
Mayo,12:00,31,23,21
Mayo,12:15,30,24,20
Mayo,12:30,31,25,23
Mayo,12:45,31,23,21
Mayo,13:00,31,24,21
Mayo,13:15,31,25,23
Mayo,13:30,32,24,22
Mayo,13:45,32,24,21
Mayo,14:00,33,25,22
Mayo,14:15,32,23,21
Mayo,14:30,32,24,21
Mayo,14:45,32,24,22
Mayo,15:00,33,25,23
Mayo,15:15,33,25,22
Mayo,15:30,32,24,21
Mayo,15:45,32,25,22
Mayo,16:00,31,25,23
Mayo,16:15,32,25,22
Mayo,16:30,31,25,21
Mayo,16:45,31,23,21
Mayo,17:00,31,24,21
Mayo,17:15,31,25,23
Mayo,17:30,31,24,22
Mayo,17:45,31,23,21
Mayo,18:00,30,26,24
Mayo,18:15,31,24,21
Mayo,18:30,30,23,21
Mayo,18:45,30,24,22
Mayo,19:00,30,24,23
Mayo,19:15,30,24,21
Mayo,19:30,30,23,20
Mayo,19:45,30,24,20
Mayo,20:00,30,24,22
Mayo,07:00,26,24,21
Mayo,07:15,25,23,21
Mayo,07:30,26,24,22
Mayo,07:45,25,23,20
Mayo,08:00,26,22,21
Mayo,08:15,26,23,21
Mayo,08:30,26,24,22
Mayo,08:45,27,25,22
Mayo,09:00,27,24,21
Mayo,09:15,26,22,21
Mayo,09:30,27,24,22
Mayo,09:45,27,23,21
Mayo,10:00,28,22,20
Mayo,10:15,27,23,22
Mayo,10:30,28,24,21
Mayo,10:45,28,24,21
Mayo,11:00,29,23,19
Mayo,11:15,29,25,22
Mayo,11:30,29,23,22
Mayo,11:45,29,24,22
Mayo,12:00,29,23,22
Mayo,12:15,30,23,21
Mayo,12:30,29,24,21
Mayo,12:45,30,23,21
Mayo,13:00,29,25,23
Mayo,13:15,30,25,22
Mayo,13:30,30,25,22
Mayo,13:45,29,24,21
Mayo,14:00,30,24,22
Mayo,14:15,30,23,21
Mayo,14:30,30,23,20
Mayo,14:45,30,23,21
Mayo,15:00,30,25,22
Mayo,15:15,30,23,21
Mayo,15:30,30,24,22
Mayo,15:45,29,24,22
Mayo,16:00,30,25,21
Mayo,16:15,29,24,22
Mayo,16:30,30,24,21
Mayo,16:45,29,24,21
Mayo,17:00,30,25,23
Mayo,17:15,29,23,20
Mayo,17:30,29,25,22
Mayo,17:45,29,24,23
Mayo,18:00,28,25,22
Mayo,18:15,29,23,20
Mayo,18:30,29,23,23
Mayo,18:45,29,23,22
Mayo,19:00,29,25,23
Mayo,19:15,28,23,22
Mayo,19:30,29,25,21
Mayo,19:45,29,24,22
Mayo,20:00,28,24,22
Mayo,07:00,24,24,23
Mayo,07:15,24,23,21
Mayo,07:30,25,24,22
Mayo,07:45,24,24,22
Mayo,08:00,25,24,22
Mayo,08:15,25,24,22
Mayo,08:30,25,23,21
Mayo,08:45,27,24,22
Mayo,09:00,26,23,21
Mayo,09:15,27,24,21
Mayo,09:30,28,25,23
Mayo,09:45,28,24,22
Mayo,10:00,27,24,22
Mayo,10:15,28,24,22
Mayo,10:30,29,23,20
Mayo,10:45,29,24,22
Mayo,11:00,28,24,22
Mayo,11:15,30,23,22
Mayo,11:30,30,22,21
Mayo,11:45,29,24,23
Mayo,12:00,30,23,21
Mayo,12:15,30,24,22
Mayo,12:30,31,24,21
Mayo,12:45,30,24,22
Mayo,13:00,31,24,21
Mayo,13:15,31,24,21
Mayo,13:30,31,25,23
Mayo,13:45,31,23,20
Mayo,14:00,31,25,22
Mayo,14:15,32,24,21
Mayo,14:30,31,25,22
Mayo,14:45,31,25,21
Mayo,15:00,31,25,22
Mayo,15:15,31,24,22
Mayo,15:30,31,25,22
Mayo,15:45,31,26,23
Mayo,16:00,31,24,23
Mayo,16:15,31,24,21
Mayo,16:30,31,23,22
Mayo,16:45,30,25,23
Mayo,17:00,30,25,22
Mayo,17:15,30,24,21
Mayo,17:30,30,25,22
Mayo,17:45,30,24,22
Mayo,18:00,30,23,20
Mayo,18:15,31,24,22
Mayo,18:30,30,25,22
Mayo,18:45,29,24,21
Mayo,19:00,29,24,22
Mayo,19:15,30,24,21
Mayo,19:30,29,24,22
Mayo,19:45,29,24,22
Mayo,20:00,28,25,22
Mayo,07:00,23,22,21
Mayo,07:15,23,24,22
Mayo,07:30,23,24,22
Mayo,07:45,24,22,21
Mayo,08:00,25,23,20
Mayo,08:15,25,24,23
Mayo,08:30,25,24,22
Mayo,08:45,26,23,21
Mayo,09:00,27,22,20
Mayo,09:15,28,24,22
Mayo,09:30,27,23,21
Mayo,09:45,27,24,21
Mayo,10:00,29,24,21
Mayo,10:15,28,24,22
Mayo,10:30,28,23,21
Mayo,10:45,29,24,23
Mayo,11:00,30,23,21
Mayo,11:15,29,25,22
Mayo,11:30,30,24,22
Mayo,11:45,29,23,21
Mayo,12:00,30,25,22
Mayo,12:15,30,24,22
Mayo,12:30,31,24,21
Mayo,12:45,32,25,22
Mayo,13:00,32,25,21
Mayo,13:15,32,25,21
Mayo,13:30,32,23,22
Mayo,13:45,31,24,22
Mayo,14:00,32,25,21
Mayo,14:15,28,25,22
Mayo,14:30,32,25,23
Mayo,14:45,32,25,23
Mayo,15:00,32,24,21
Mayo,15:15,32,25,21
Mayo,15:30,32,24,21
Mayo,15:45,31,26,22
Mayo,16:00,32,23,21
Mayo,16:15,32,24,22
Mayo,16:30,31,24,21
Mayo,16:45,32,24,21
Mayo,17:00,32,24,21
Mayo,17:15,31,24,21
Mayo,17:30,31,25,22
Mayo,17:45,30,25,22
Mayo,18:00,30,24,22
Mayo,18:15,30,24,21
Mayo,18:30,30,23,22
Mayo,18:45,30,24,22
Mayo,19:00,29,25,22
Mayo,19:15,30,23,21
Mayo,19:30,29,24,21
Mayo,19:45,29,24,21
Mayo,20:00,29,23,21
Mayo,07:00,23,22,22
Mayo,07:15,24,22,20
Mayo,07:30,23,22,21
Mayo,07:45,24,25,23
Mayo,08:00,25,23,22
Mayo,08:15,25,24,23
Mayo,08:30,25,23,21
Mayo,08:45,26,24,23
Mayo,09:00,26,24,21
Mayo,09:15,26,22,21
Mayo,09:30,27,25,23
Mayo,09:45,27,23,20
Mayo,10:00,27,23,20
Mayo,10:15,26,24,21
Mayo,10:30,27,22,21
Mayo,10:45,27,23,21
Mayo,11:00,33,23,21
Mayo,11:15,28,24,23
Mayo,11:30,28,24,21
Mayo,11:45,28,24,22
Mayo,12:00,29,24,22
Mayo,12:15,28,24,20
Mayo,12:30,28,23,22
Mayo,12:45,29,25,24
Mayo,13:00,30,25,22
Mayo,13:15,30,25,22
Mayo,13:30,29,26,22
Mayo,13:45,29,23,21
Mayo,14:00,29,24,20
Mayo,14:15,30,23,22
Mayo,14:30,30,24,21
Mayo,14:45,29,24,21
Mayo,15:00,30,25,22
Mayo,15:15,30,23,21
Mayo,15:30,30,25,22
Mayo,15:45,30,24,20
Mayo,16:00,29,23,21
Mayo,16:15,29,23,21
Mayo,16:30,29,25,22
Mayo,16:45,30,24,22
Mayo,17:00,29,24,21
Mayo,17:15,29,25,23
Mayo,17:30,29,24,22
Mayo,17:45,29,22,20
Mayo,18:00,28,24,21
Mayo,18:15,29,25,22
Mayo,18:30,28,23,22
Mayo,18:45,28,23,21
Mayo,19:00,27,23,21
Mayo,19:15,28,24,22
Mayo,19:30,28,24,22
Mayo,19:45,27,23,21
Mayo,20:00,28,24,22
Mayo,07:00,24,23,20
Mayo,07:15,25,23,21
Mayo,07:30,25,22,21
Mayo,07:45,26,22,20
Mayo,08:00,25,23,21
Mayo,08:15,26,25,23
Mayo,08:30,26,25,22
Mayo,08:45,26,24,22
Mayo,09:00,27,24,22
Mayo,09:15,27,24,22
Mayo,09:30,28,24,22
Mayo,09:45,27,24,22
Mayo,10:00,28,23,21
Mayo,10:15,28,24,21
Mayo,10:30,29,25,22
Mayo,10:45,30,23,22
Mayo,11:00,29,25,21
Mayo,11:15,29,26,23
Mayo,11:30,30,25,22
Mayo,11:45,30,24,21
Mayo,12:00,30,24,21
Mayo,12:15,30,24,22
Mayo,12:30,30,23,20
Mayo,12:45,30,24,23
Mayo,13:00,31,24,22
Mayo,13:15,31,25,22
Mayo,13:30,31,24,22
Mayo,13:45,30,24,22
Mayo,14:00,31,22,20
Mayo,14:15,31,23,22
Mayo,14:30,30,24,21
Mayo,14:45,31,24,22
Mayo,15:00,31,24,22
Mayo,15:15,31,24,22
Mayo,15:30,31,23,21
Mayo,15:45,32,24,22
Mayo,16:00,31,25,22
Mayo,16:15,31,24,21
Mayo,16:30,30,26,23
Mayo,16:45,31,25,22
Mayo,17:00,30,23,21
Mayo,17:15,30,24,23
Mayo,17:30,29,24,22
Mayo,17:45,30,24,21
Mayo,18:00,29,24,22
Mayo,18:15,29,24,22
Mayo,18:30,29,24,22
Mayo,18:45,30,24,22
Mayo,19:00,28,23,20
Mayo,19:15,29,23,22
Mayo,19:30,29,23,20
Mayo,19:45,29,23,21
Mayo,20:00,28,24,21
Mayo,07:00,26,24,22
Mayo,07:15,27,23,21
Mayo,07:30,26,24,21
Mayo,07:45,27,24,22
Mayo,08:00,28,24,22
Mayo,08:15,28,25,22
Mayo,08:30,27,22,21
Mayo,08:45,28,24,20
Mayo,09:00,29,24,22
Mayo,09:15,28,24,21
Mayo,09:30,30,23,20
Mayo,09:45,30,24,21
Mayo,10:00,30,25,22
Mayo,10:15,30,25,22
Mayo,10:30,30,25,22
Mayo,10:45,31,26,23
Mayo,11:00,31,24,21
Mayo,11:15,31,25,21
Mayo,11:30,31,24,21
Mayo,11:45,32,24,22
Mayo,12:00,31,24,22
Mayo,12:15,31,24,21
Mayo,12:30,33,25,22
Mayo,12:45,32,26,22
Mayo,13:00,33,26,22
Mayo,13:15,33,24,21
Mayo,13:30,33,24,22
Mayo,13:45,33,24,21
Mayo,14:00,33,25,21
Mayo,14:15,34,24,20
Mayo,14:30,33,25,22
Mayo,14:45,34,25,22
Mayo,15:00,34,24,22
Mayo,15:15,34,24,21
Mayo,15:30,34,26,23
Mayo,15:45,34,25,23
Mayo,16:00,33,25,22
Mayo,16:15,33,25,22
Mayo,16:30,33,25,22
Mayo,16:45,33,24,22
Mayo,17:00,33,24,22
Mayo,17:15,32,23,20
Mayo,17:30,32,25,21
Mayo,17:45,32,24,21
Mayo,18:00,31,24,22
Mayo,18:15,32,23,21
Mayo,18:30,32,24,23
Mayo,18:45,32,24,21
Mayo,19:00,32,25,22
Mayo,19:15,31,26,22
Mayo,19:30,31,24,21
Mayo,19:45,30,25,21
Mayo,20:00,31,24,22
Mayo,07:00,26,24,22
Mayo,07:15,27,23,21
Mayo,07:30,26,24,22
Mayo,07:45,27,23,21
Mayo,08:00,27,24,21
Mayo,08:15,28,22,21
Mayo,08:30,27,24,21
Mayo,08:45,29,23,21
Mayo,09:00,28,23,22
Mayo,09:15,28,23,22
Mayo,09:30,29,24,22
Mayo,09:45,29,24,22
Mayo,10:00,30,24,21
Mayo,10:15,30,24,22
Mayo,10:30,30,23,23
Mayo,10:45,30,24,21
Mayo,11:00,31,24,21
Mayo,11:15,30,24,22
Mayo,11:30,31,24,21
Mayo,11:45,31,25,22
Mayo,12:00,31,26,22
Mayo,12:15,31,24,21
Mayo,12:30,31,24,21
Mayo,12:45,31,24,21
Mayo,13:00,32,24,22
Mayo,13:15,32,24,22
Mayo,13:30,31,24,22
Mayo,13:45,32,25,22
Mayo,14:00,32,24,22
Mayo,14:15,32,24,21
Mayo,14:30,32,25,22
Mayo,14:45,32,24,21
Mayo,15:00,32,24,21
Mayo,15:15,33,24,21
Mayo,15:30,32,23,22
Mayo,15:45,32,25,22
Mayo,16:00,32,24,22
Mayo,16:15,33,25,22
Mayo,16:30,32,25,22
Mayo,16:45,31,28,21
Mayo,17:00,31,25,23
Mayo,17:15,31,23,21
Mayo,17:30,31,24,22
Mayo,17:45,31,25,21
Mayo,18:00,31,24,21
Mayo,18:15,30,24,23
Mayo,18:30,31,25,22
Mayo,18:45,30,23,21
Mayo,19:00,30,23,21
Mayo,19:15,30,25,22
Mayo,19:30,30,24,21
Mayo,19:45,30,24,21
Mayo,20:00,30,24,22
Mayo,07:00,26,23,23
Mayo,07:15,26,23,21
Mayo,07:30,26,24,21
Mayo,07:45,26,24,23
Mayo,08:00,26,24,22
Mayo,08:15,27,24,22
Mayo,08:30,27,23,21
Mayo,08:45,27,23,22
Mayo,09:00,28,24,22
Mayo,09:15,28,24,22
Mayo,09:30,28,23,21
Mayo,09:45,29,25,22
Mayo,10:00,29,24,20
Mayo,10:15,29,25,22
Mayo,10:30,30,24,21
Mayo,10:45,30,24,22
Mayo,11:00,30,24,20
Mayo,11:15,30,25,21
Mayo,11:30,31,24,21
Mayo,11:45,31,23,22
Mayo,12:00,31,24,22
Mayo,12:15,31,23,20
Mayo,12:30,32,24,21
Mayo,12:45,32,23,21
Mayo,13:00,32,25,22
Mayo,13:15,31,24,22
Mayo,13:30,32,23,20
Mayo,13:45,32,26,22
Mayo,14:00,33,23,22
Mayo,14:15,32,24,20
Mayo,14:30,32,25,21
Mayo,14:45,33,24,22
Mayo,15:00,33,23,20
Mayo,15:15,32,25,21
Mayo,15:30,32,25,22
Mayo,15:45,33,25,22
Mayo,16:00,32,24,21
Mayo,16:15,32,25,22
Mayo,16:30,33,24,21
Mayo,16:45,32,24,21
Mayo,17:00,32,24,22
Mayo,17:15,32,25,22
Mayo,17:30,32,24,22
Mayo,17:45,31,24,21
Mayo,18:00,31,24,21
Mayo,18:15,32,24,21
Mayo,18:30,31,24,21
Mayo,18:45,31,24,21
Mayo,19:00,30,24,21
Mayo,19:15,30,25,21
Mayo,19:30,30,24,22
Mayo,19:45,30,23,20
Mayo,20:00,29,23,22
Mayo,07:00,24,23,21
Mayo,07:15,24,23,20
Mayo,07:30,25,24,21
Mayo,07:45,25,22,21
Mayo,08:00,26,24,22
Mayo,08:15,25,23,22
Mayo,08:30,26,23,22
Mayo,08:45,26,23,21
Mayo,09:00,27,23,23
Mayo,09:15,26,25,22
Mayo,09:30,27,24,21
Mayo,09:45,27,23,21
Mayo,10:00,27,23,21
Mayo,10:15,28,24,21
Mayo,10:30,28,24,22
Mayo,10:45,29,23,21
Mayo,11:00,28,25,21
Mayo,11:15,29,24,21
Mayo,11:30,30,24,21
Mayo,11:45,29,24,22
Mayo,12:00,30,24,21
Mayo,12:15,30,24,21
Mayo,12:30,30,25,23
Mayo,12:45,30,23,21
Mayo,13:00,29,24,22
Mayo,13:15,31,24,22
Mayo,13:30,31,25,21
Mayo,13:45,30,24,21
Mayo,14:00,31,25,22
Mayo,14:15,31,23,20
Mayo,14:30,30,25,21
Mayo,14:45,30,25,23
Mayo,15:00,31,25,21
Mayo,15:15,31,22,19
Mayo,15:30,31,24,22
Mayo,15:45,31,24,21
Mayo,16:00,31,24,22
Mayo,16:15,31,24,22
Mayo,16:30,30,24,22
Mayo,16:45,31,24,22
Mayo,17:00,31,24,21
Mayo,17:15,30,24,20
Mayo,17:30,29,23,21
Mayo,17:45,30,24,21
Mayo,18:00,29,23,22
Mayo,18:15,30,24,21
Mayo,18:30,29,24,20
Mayo,18:45,29,24,23
Mayo,19:00,28,25,22
Mayo,19:15,28,24,23
Mayo,19:30,28,24,23
Mayo,19:45,29,24,21
Mayo,20:00,28,25,21
Mayo,07:00,27,24,21
Mayo,07:15,27,24,22
Mayo,07:30,27,23,22
Mayo,07:45,27,23,21
Mayo,08:00,28,24,22
Mayo,08:15,28,23,21
Mayo,08:30,28,24,22
Mayo,08:45,29,24,22
Mayo,09:00,29,24,21
Mayo,09:15,28,24,21
Mayo,09:30,29,24,22
Mayo,09:45,29,24,21
Mayo,10:00,29,23,21
Mayo,10:15,29,24,20
Mayo,10:30,29,25,22
Mayo,10:45,30,22,21
Mayo,11:00,29,23,21
Mayo,11:15,30,23,21
Mayo,11:30,30,23,22
Mayo,11:45,31,23,21
Mayo,12:00,30,22,21
Mayo,12:15,30,24,21
Mayo,12:30,30,25,22
Mayo,12:45,32,23,21
Mayo,13:00,30,25,22
Mayo,13:15,31,24,21
Mayo,13:30,30,25,23
Mayo,13:45,31,25,22
Mayo,14:00,31,23,20
Mayo,14:15,31,23,21
Mayo,14:30,30,24,21
Mayo,14:45,30,24,22
Mayo,15:00,31,25,21
Mayo,15:15,31,24,21
Mayo,15:30,32,24,21
Mayo,15:45,31,24,21
Mayo,16:00,31,24,21
Mayo,16:15,31,25,21
Mayo,16:30,31,24,21
Mayo,16:45,30,25,21
Mayo,17:00,30,24,23
Mayo,17:15,30,24,21
Mayo,17:30,31,23,20
Mayo,17:45,30,25,23
Mayo,18:00,31,24,22
Mayo,18:15,30,23,21
Mayo,18:30,30,24,21
Mayo,18:45,30,23,21
Mayo,19:00,31,24,21
Mayo,19:15,29,23,20
Mayo,19:30,29,23,21
Mayo,19:45,29,24,21
Mayo,20:00,30,25,23
Mayo,07:00,26,23,21
Mayo,07:15,28,23,22
Mayo,07:30,27,23,20
Mayo,07:45,27,23,21
Mayo,08:00,28,25,22
Mayo,08:15,29,24,21
Mayo,08:30,29,24,22
Mayo,08:45,29,24,22
Mayo,09:00,30,25,21
Mayo,09:15,31,22,20
Mayo,09:30,30,24,21
Mayo,09:45,30,24,22
Mayo,10:00,31,25,22
Mayo,10:15,31,24,22
Mayo,10:30,32,25,21
Mayo,10:45,32,25,22
Mayo,11:00,32,24,21
Mayo,11:15,33,23,21
Mayo,11:30,32,25,21
Mayo,11:45,33,24,21
Mayo,12:00,34,24,20
Mayo,12:15,34,25,22
Mayo,12:30,34,24,22
Mayo,12:45,34,26,23
Mayo,13:00,34,23,21
Mayo,13:15,34,24,22
Mayo,13:30,35,25,22
Mayo,13:45,35,25,21
Mayo,14:00,35,25,22
Mayo,14:15,35,24,21
Mayo,14:30,34,25,21
Mayo,14:45,35,25,22
Mayo,15:00,35,25,22
Mayo,15:15,35,23,21
Mayo,15:30,35,25,21
Mayo,15:45,34,25,21
Mayo,16:00,34,25,22
Mayo,16:15,35,24,21
Mayo,16:30,35,24,21
Mayo,16:45,34,24,21
Mayo,17:00,34,25,22
Mayo,17:15,33,23,21
Mayo,17:30,34,25,20
Mayo,17:45,34,25,22
Mayo,18:00,33,25,21
Mayo,18:15,32,25,23
Mayo,18:30,32,25,21
Mayo,18:45,33,25,22
Mayo,19:00,32,23,20
Mayo,19:15,32,24,21
Mayo,19:30,32,25,22
Mayo,19:45,33,25,22
Mayo,20:00,32,25,23
Junio,07:00,24,23,22
Junio,07:15,25,23,22
Junio,07:30,25,21,20
Junio,07:45,26,24,22
Junio,08:00,26,24,22
Junio,08:15,26,25,22
Junio,08:30,27,24,21
Junio,08:45,27,23,20
Junio,09:00,27,25,22
Junio,09:15,27,24,22
Junio,09:30,28,24,21
Junio,09:45,28,23,21
Junio,10:00,29,24,21
Junio,10:15,29,26,23
Junio,10:30,29,23,21
Junio,10:45,30,25,21
Junio,11:00,30,23,20
Junio,11:15,31,23,20
Junio,11:30,30,24,21
Junio,11:45,31,22,21
Junio,12:00,32,24,22
Junio,12:15,32,24,21
Junio,12:30,31,24,21
Junio,12:45,32,25,22
Junio,13:00,32,26,21
Junio,13:15,31,24,22
Junio,13:30,32,24,21
Junio,13:45,32,25,23
Junio,14:00,32,24,21
Junio,14:15,33,25,22
Junio,14:30,32,25,21
Junio,14:45,33,24,21
Junio,15:00,33,25,22
Junio,15:15,33,24,21
Junio,15:30,32,24,22
Junio,15:45,32,25,23
Junio,16:00,32,25,22
Junio,16:15,31,24,22
Junio,16:30,32,24,21
Junio,16:45,33,25,22
Junio,17:00,31,24,20
Junio,17:15,32,24,21
Junio,17:30,31,24,21
Junio,17:45,31,25,21
Junio,18:00,31,24,21
Junio,18:15,31,24,22
Junio,18:30,31,24,21
Junio,18:45,30,23,20
Junio,19:00,30,23,21
Junio,19:15,30,24,22
Junio,19:30,30,23,20
Junio,19:45,29,23,20
Junio,20:00,29,25,23
Junio,07:00,25,23,22
Junio,07:15,26,24,22
Junio,07:30,26,24,21
Junio,07:45,26,23,22
Junio,08:00,27,25,22
Junio,08:15,27,24,22
Junio,08:30,27,24,21
Junio,08:45,28,24,22
Junio,09:00,28,23,21
Junio,09:15,29,23,20
Junio,09:30,28,24,21
Junio,09:45,29,24,20
Junio,10:00,30,23,20
Junio,10:15,30,24,21
Junio,10:30,30,24,22
Junio,10:45,30,23,21
Junio,11:00,31,25,22
Junio,11:15,31,25,21
Junio,11:30,31,25,21
